name,year,buy_price,sell_price,km_driven,fuel,seller_type,transmission,owner
Maruti Wagon R LXI Minor,2010,191342.9238,225000,100000,Petrol,Individual,Manual,Second Owner
Maruti SX4 ZXI MT BSIV,2011,124543.4774,150000,160000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,2013,144739.7649,173000,70000,Diesel,Individual,Manual,First Owner
BMW 5 Series 520d Luxury Line,2018,4253870.461,4800000,9422,Diesel,Individual,Automatic,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,631435.1194,710000,110000,Diesel,Individual,Automatic,First Owner
Toyota Corolla Altis 1.8 GL,2019,1264685.795,1500000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Zeta 1.2,2017,482381.4424,550000,20000,Petrol,Individual,Manual,First Owner
Maruti 800 AC BSIII,2008,48023.15706,58000,70000,Petrol,Individual,Manual,Second Owner
Audi A4 1.8 TFSI,2012,981501.3355,1200000,60000,Petrol,Individual,Automatic,Third Owner
Mahindra Scorpio M2DI,2013,424781.989,500000,150000,Diesel,Individual,Manual,First Owner
Maruti Swift LXi BSIV,2009,98376.50726,120000,83000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,267461.691,300000,250000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2018,267312.2149,300000,30000,Petrol,Individual,Manual,First Owner
Datsun GO Plus T Option BSIV,2015,247672.3247,295000,21000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI CNG,2018,483993.8847,587000,80000,CNG,Individual,Manual,First Owner
Ambassador Grand 1800 ISZ MPFI PW CL,2012,352939.6791,430000,50000,Petrol,Individual,Manual,Second Owner
Hyundai Verna i (Petrol),2007,104950.1395,123000,50000,Petrol,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR AT,2012,401527.9266,450000,48500,Diesel,Individual,Automatic,Second Owner
Maruti Wagon R LXI Minor,2007,114451.0282,130000,60000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,2010,94502.86055,110000,90000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo Celebration Edition BSIV,2010,177596.355,200000,240000,Diesel,Individual,Manual,Third Owner
Hyundai Grand i10 Magna,2015,261413.9333,320000,70000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2014,255661.0406,300000,50000,Petrol,Individual,Manual,First Owner
Volkswagen CrossPolo 1.2 MPI,2016,312729.9706,350000,110000,Petrol,Individual,Manual,First Owner
Maruti Ertiga VXI Petrol,2018,717785.289,800000,50000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi S,2016,223505.2991,270000,175000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna Executive,2017,460868.2406,540000,60000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2011,140308.4848,160000,60000,CNG,Individual,Manual,Second Owner
Maruti SX4 VDI,2013,285933.9393,340000,100000,Diesel,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,2017,312537.1771,350000,40000,Petrol,Individual,Manual,Second Owner
Volkswagen Vento Diesel Style Limited Edition,2011,249632.4562,300000,100000,Diesel,Individual,Manual,First Owner
Maruti Ritz VDi,2013,294922.8907,330000,63000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2016,265579.529,325000,80000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2013,222471.1911,250000,55000,Diesel,Individual,Manual,First Owner
Maruti Swift Star VDI,2013,210556.0242,250000,55000,Diesel,Individual,Manual,First Owner
Chevrolet Beat LT Option,2015,202995.5713,240000,60000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,451752.5466,545000,5000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna 1.1 iTech SE,2015,266826.386,300000,48000,Petrol,Dealer,Manual,First Owner
Chevrolet Beat LT,2010,107000.5987,130000,80000,Petrol,Individual,Manual,Second Owner
Renault KWID RXT,2017,204680.6638,240000,50000,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,296262.0152,360000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Magna,2012,210107.2942,250000,70000,Diesel,Individual,Manual,First Owner
Skoda Laura Elegance 2.0 TDI CR AT,2019,397817.7684,475000,105000,Diesel,Dealer,Automatic,First Owner
Hyundai i20 Asta Option 1.4 CRDi,2016,512786.2842,600000,50000,Diesel,Individual,Manual,Second Owner
Tata Indigo CR4,2010,127787.3554,150000,80000,Diesel,Individual,Manual,Second Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2017,595648.3203,700000,50000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2016,1143163.017,1290000,5000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG,2004,66179.4051,80000,58000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,2015,374154.3288,425000,12000,Petrol,Individual,Manual,First Owner
Maruti Celerio ZXI AMT BSIV,2018,435056.7897,500000,10000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing GLS,2012,159041.5928,193000,45000,Petrol,Individual,Manual,Second Owner
Honda City i VTEC V,2015,696639.5226,800000,10000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008,127709.5865,150000,50000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2002,70880.73849,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Ford Figo Diesel EXI,2010,111223.6355,130000,100000,Diesel,Individual,Manual,Third Owner
Ford Figo Diesel EXI,2012,250196.0083,280000,80000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D2 BS IV,2011,199289.5058,229999,110000,Diesel,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIII,2008,71405.51442,80000,120000,Petrol,Individual,Manual,First Owner
Tata Nano Cx BSIII,2010,59487.67976,70000,10000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2013,201053.1315,240000,60000,Diesel,Individual,Manual,Second Owner
Mahindra Xylo E8,2010,313961.6594,380000,72000,Diesel,Individual,Manual,Second Owner
Maruti Ritz VDi,2013,193273.7653,240000,60000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XO,2006,68659.47308,80000,110000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,2013,213896.8129,265000,50000,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus Option,2018,278769.4506,320000,25000,Petrol,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,2014,424138.5269,500000,120000,Diesel,Individual,Manual,Third Owner
Hyundai Creta 1.6 CRDi SX Option,2016,1102358.818,1300000,55000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1288125.491,1500000,35000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1475931.798,1800000,110000,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W6 2WD,2014,514133.1871,600000,80000,Diesel,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XT,2018,355401.2556,420000,80000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2009,121586.039,140000,120000,Petrol,Individual,Manual,First Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2010,265997.586,300000,100000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006,87138.69301,100000,60000,Petrol,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,2017,306297.3598,350000,25000,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,695107.6897,850000,19000,Petrol,Dealer,Manual,First Owner
Maruti Alto LX,2008,114399.1275,140000,54000,Petrol,Dealer,Manual,First Owner
Ford Aspire Titanium Plus BSIV,2015,492399.2512,550000,17100,Petrol,Dealer,Manual,Second Owner
Hyundai Grand i10 Asta Option AT,2017,446825.0067,525000,19000,Petrol,Dealer,Automatic,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2015,394631.1035,470000,146000,Diesel,Dealer,Manual,First Owner
Ford Endeavour 3.0L 4X4 AT,2013,790730.4209,900000,98000,Diesel,Dealer,Automatic,First Owner
Ford Endeavour 2.5L 4X2,2011,419086.693,500000,224642,Diesel,Dealer,Manual,Second Owner
Maruti Zen LXI,1998,69727.02439,80000,120000,Petrol,Individual,Manual,Second Owner
Mahindra Verito 1.5 D2 BSIII,2011,142877.8384,175000,175000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2017,1190576.405,1350000,15000,Diesel,Individual,Automatic,Second Owner
Renault Duster 110PS Diesel RxZ,2017,641222.8197,800000,50000,Diesel,Individual,Manual,First Owner
Datsun RediGO 1.0 S,2017,221103.7936,250000,15000,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 AMT Alpha BSIV,2018,599441.28,700000,25000,Petrol,Individual,Automatic,First Owner
Tata Nexon 1.5 Revotorq XM,2019,647974.5078,800000,25000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,564998.7464,660000,69000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,387855.1685,465000,60000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio 2.6 CRDe,2006,149442.2065,180000,222435,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,538133.9768,600000,66000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.4 ZXi Duratec,2010,125536.975,150000,110000,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2014,384792.8829,450000,78000,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,2019,609544.7469,721000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift 1.2 DLX,2018,243962.7205,300000,35000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio BSIV,2019,847000.1981,1000000,10000,Diesel,Individual,Manual,First Owner
Renault KWID RXT,2016,269778.4601,300000,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,2013,394174.3477,450000,120000,Diesel,Individual,Manual,First Owner
Maruti Esteem AX,1997,66509.3702,79000,70000,Petrol,Individual,Automatic,First Owner
Ford Figo 1.5D Trend MT,2017,486287.3223,545000,40000,Diesel,Individual,Manual,First Owner
Honda Amaze V Diesel BSIV,2018,750855.1991,844999,20000,Diesel,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,2016,614068.9492,700000,93000,Diesel,Individual,Manual,First Owner
Toyota Etios VD,2016,581272.1504,650000,159000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,424035.0909,525000,75000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,96606.17013,110000,101100,Diesel,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,157164.0396,180000,66000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era,2012,229038.8923,280000,30000,Petrol,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,2019,343511.8131,400000,10000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,546241.363,625000,126000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento 1.5 TDI Highline,2015,463017.8372,535000,70000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI Optional,2017,413532.8992,459999,50000,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,2010,248704.0445,300000,100000,Diesel,Individual,Manual,First Owner
Honda Civic 1.8 V AT,2007,237395.8265,280000,60000,Petrol,Individual,Automatic,First Owner
Honda Mobilio V i VTEC,2014,435174.1596,500000,70000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 SX,2019,1042515.627,1200000,1200,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2016,247637.6882,300000,40000,Petrol,Individual,Manual,First Owner
Tata Manza ELAN Quadrajet BS IV,2011,150991.9858,180000,80000,Diesel,Individual,Manual,Third Owner
Hyundai i10 Sportz AT,2011,147116.3979,180000,134444,Petrol,Individual,Automatic,Second Owner
Maruti Alto LXi,2009,67940.68862,78000,120000,Petrol,Individual,Manual,Second Owner
Nissan Micra Diesel XV Premium,2011,131796.2495,160000,120000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,523739.936,600000,238000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2008,90991.50567,110000,100000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX 4WD BSIII,2011,364482.5718,450000,110000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio S9 BSIV,2019,1209239.691,1350000,35000,Diesel,Individual,Manual,First Owner
Honda City 1.3 DX,2003,98011.77657,120000,165000,Petrol,Individual,Manual,Second Owner
Honda BR-V i-DTEC VX MT,2018,845256.5057,1040000,42000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2014,315976.7009,390000,70000,Diesel,Individual,Manual,Second Owner
Tata Nano Lx BSIII,2011,52592.43721,65000,60000,Petrol,Individual,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,2013,258452.1045,320000,115000,Diesel,Individual,Manual,Third Owner
Volkswagen Ameo 1.5 TDI Highline,2017,591491.2615,720000,70000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI ABS,2007,183542.6838,220000,80000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,2011,188020.2588,225000,65000,Petrol,Dealer,Manual,First Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2010,176262.0304,200000,150000,Diesel,Individual,Manual,Second Owner
Toyota Etios GD,2015,364297.2482,434999,75000,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2012,259207.5645,300000,63700,Diesel,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2018,572050.2115,700000,74800,Diesel,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2009,413933.5159,500000,105000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxE,2016,405389.4779,500000,40000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2016,345205.9299,400000,90000,Diesel,Individual,Manual,Second Owner
Toyota Corolla Altis D-4D J,2015,717843.6122,825000,75000,Diesel,Dealer,Manual,Second Owner
Maruti Swift Dzire VDI,2018,647457.183,720000,15000,Diesel,Individual,Manual,First Owner
Maruti 800 AC Uniq,2009,89198.67918,110000,30000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,535966.5206,600000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AT BSIV,2009,247018.534,275000,155000,Diesel,Individual,Automatic,Third Owner
Land Rover Range Rover Evoque 2.2L Dynamic,2012,1901998.859,2349000,149000,Diesel,Individual,Automatic,Second Owner
Hyundai i20 1.4 Sportz,2017,597355.2079,740000,60000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,711851.7729,800000,90000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX Option,2019,905255.9575,1100000,100000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive20d,2012,620776.1647,750000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Alto K10 2010-2014 VXI,2012,162310.3202,200000,90000,Petrol,Individual,Manual,Second Owner
Tata Spacio SA 6 Seater,2009,171898.6577,210000,75000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2009,218836.1816,270000,120000,Diesel,Individual,Manual,Second Owner
Toyota Etios 1.4 VXD,2016,535412.8568,630000,90000,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa S,2015,326458.5962,375000,55000,Petrol,Individual,Manual,First Owner
Mahindra Xylo D2,2010,249993.6887,300000,70000,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus SLX,2016,496849.9421,580000,95000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 CRDi,2014,481105.6141,550000,50000,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZDi Plus SHVS,2016,607665.8664,750000,50000,Diesel,Individual,Manual,First Owner
Maruti Omni E MPI STD BS IV,2014,206648.7569,250000,60516,Petrol,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,2012,363517.2329,434999,235000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz E-Class 280 CDI,2007,734727.6516,900000,76731,Diesel,Dealer,Automatic,First Owner
Maruti Swift ZDI,2016,613588.9778,685000,64000,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2014,465628.0601,540000,65000,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC CVT ZX,2018,959908.8418,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,492683.4148,610000,77000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era,2011,218086.0855,254999,24000,Petrol,Dealer,Manual,First Owner
Nissan Micra Active XV,2014,250534.5581,280000,63840,Petrol,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XT,2017,300446.5971,370000,25000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2011,394196.6256,459999,76400,Diesel,Individual,Manual,Second Owner
Maruti Zen LX,1998,33613.71188,42000,70000,Petrol,Individual,Manual,Third Owner
Maruti Zen LX,1998,33888.74116,42000,70000,Petrol,Individual,Manual,Third Owner
Fiat Linea Active (Diesel),2011,153445.9722,190000,80000,Diesel,Individual,Manual,Third Owner
Fiat Punto 1.4 Emotion,2010,142597.406,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,606495.8397,710000,40000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 SX Option,2018,1026186.083,1200000,15000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,2011,197310.4236,229999,70000,Petrol,Individual,Manual,First Owner
Renault KWID RXT,2018,268329.5076,310000,15000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,257198.1105,320000,40000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2006,80111.89497,100000,54000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi,2009,128426.9717,160000,90000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSIII,2007,52883.57532,60000,52000,Petrol,Individual,Manual,First Owner
Tata Indigo LS,2012,85526.46079,100000,200000,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,2016,303441.099,350000,35000,Diesel,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ AWD,2017,605633.5946,700000,60000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,247743.932,300000,31489,Petrol,Individual,Manual,First Owner
Hyundai i20 1.4 Asta Option,2018,723621.0638,830000,40000,Diesel,Individual,Manual,First Owner
Mahindra Quanto C6,2013,197256.0306,220000,110000,Diesel,Individual,Manual,First Owner
Tata Indigo LX Dicor,2009,104979.9971,130000,50000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Magna,2012,282429.8711,330000,44000,Petrol,Individual,Manual,First Owner
Honda City 1.5 S MT,2010,221952.1708,254999,90000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX VTVT (O),2014,531309.5986,600000,50000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2012,174189.5654,210000,50000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2007,96689.33793,120000,81366,Petrol,Individual,Manual,First Owner
Maruti Esteem Vxi - BSIII,2006,78109.60721,95000,110000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,204615.4612,229999,300000,Diesel,Individual,Manual,First Owner
Hyundai Verna Transform VTVT,2010,202379.173,229999,70000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,2013,325260.5187,400000,100000,Diesel,Individual,Manual,First Owner
Maruti Gypsy King Hard Top Ambulance BSIV,2005,261548.487,300000,70000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Celebration Edition,2013,243264.1485,300000,50000,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi,2009,71467.8632,80000,180000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2008,67892.33484,80000,50000,Petrol,Individual,Manual,Second Owner
Maruti Esteem Vxi,2007,81185.94499,100000,90000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Quadrajet LS,2012,258982.6587,300000,110000,Diesel,Individual,Manual,First Owner
Maruti Baleno Zeta Automatic,2018,584809.1994,700000,26000,Petrol,Individual,Automatic,First Owner
Maruti Vitara Brezza ZDi Plus,2016,837825.9613,975000,65000,Diesel,Individual,Manual,First Owner
Chevrolet Captiva LT,2009,401912.7472,500000,130000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,467836.7655,550000,75000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XV Premium 110 PS,2014,473872.6449,550000,110000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 2010-2014 VXI,2014,196367.5583,240000,50000,Petrol,Individual,Manual,First Owner
